"","x","y","relab","maxima"
"1",85000.5,0,0,FALSE
"2",85001.5,0,0,FALSE
"3",85002.5,0,0,FALSE
"4",85003.5,0,0,FALSE
"5",85004.5,0,0,FALSE
"6",85005.5,0,0,FALSE
"7",85006.5,0,0,FALSE
"8",85007.5,0,0,FALSE
"9",85008.5,0,0,FALSE
"10",85009.5,0,0,FALSE
"11",85010.5,0,0,FALSE
"12",85011.5,0,0,FALSE
"13",85012.5,0,0,FALSE
"14",85013.5,0,0,FALSE
"15",85014.5,0,0,FALSE
"16",85015.5,0,0,FALSE
"17",85016.5,0,0,FALSE
"18",85017.5,0,0,FALSE
"19",85018.5,0,0,FALSE
"20",85019.5,0,0,FALSE
"21",85020.5,0,0,FALSE
"22",85021.5,0,0,FALSE
"23",85022.5,0,0,FALSE
"24",85023.5,0,0,FALSE
"25",85024.5,0,0,FALSE
"26",85025.5,0,0,FALSE
"27",85026.5,0,0,FALSE
"28",85027.5,0,0,FALSE
"29",85028.5,0,0,FALSE
"30",85029.5,0,0,FALSE
"31",85030.5,0,0,FALSE
"32",85031.5,0,0,FALSE
"33",85032.5,0,0,FALSE
"34",85033.5,0,0,FALSE
"35",85034.5,0,0,FALSE
"36",85035.5,0,0,FALSE
"37",85036.5,0,0,FALSE
"38",85037.5,0,0,FALSE
"39",85038.5,0,0,FALSE
"40",85039.5,0,0,FALSE
"41",85040.5,0,0,FALSE
"42",85041.5,0,0,FALSE
"43",85042.5,0,0,FALSE
"44",85043.5,0,0,FALSE
"45",85044.5,0,0,FALSE
"46",85045.5,0,0,FALSE
"47",85046.5,0,0,FALSE
"48",85047.5,0,0,FALSE
"49",85048.5,0,0,FALSE
"50",85049.5,0,0,FALSE
"51",85050.5,0,0,FALSE
"52",85051.5,0,0,FALSE
"53",85052.5,0,0,FALSE
"54",85053.5,0,0,FALSE
"55",85054.5,0,0,FALSE
"56",85055.5,0,0,FALSE
"57",85056.5,0,0,FALSE
"58",85057.5,0,0,FALSE
"59",85058.5,0,0,FALSE
"60",85059.5,0,0,FALSE
"61",85060.5,0,0,FALSE
"62",85061.5,0,0,FALSE
"63",85062.5,0,0,FALSE
"64",85063.5,0,0,FALSE
"65",85064.5,0,0,FALSE
"66",85065.5,0,0,FALSE
"67",85066.5,0,0,FALSE
"68",85067.5,0,0,FALSE
"69",85068.5,0,0,FALSE
"70",85069.5,0,0,FALSE
"71",85070.5,0,0,FALSE
"72",85071.5,0,0,FALSE
"73",85072.5,0,0,FALSE
"74",85073.5,0,0,FALSE
"75",85074.5,0,0,FALSE
"76",85075.5,0,0,FALSE
"77",85076.5,0,0,FALSE
"78",85077.5,0,0,FALSE
"79",85078.5,0,0,FALSE
"80",85079.5,0,0,FALSE
"81",85080.5,0,0,FALSE
"82",85081.5,0,0,FALSE
"83",85082.5,0,0,FALSE
"84",85083.5,0,0,FALSE
"85",85084.5,0,0,FALSE
"86",85085.5,0,0,FALSE
"87",85086.5,0,0,FALSE
"88",85087.5,0,0,FALSE
"89",85088.5,0,0,FALSE
"90",85089.5,0,0,FALSE
"91",85090.5,0,0,FALSE
"92",85091.5,0,0,FALSE
"93",85092.5,0,0,FALSE
"94",85093.5,0,0,FALSE
"95",85094.5,0,0,FALSE
"96",85095.5,0,0,FALSE
"97",85096.5,0,0,FALSE
"98",85097.5,0,0,FALSE
"99",85098.5,0,0,FALSE
"100",85099.5,0,0,FALSE
"101",85100.5,0,0,FALSE
"102",85101.5,0,0,FALSE
"103",85102.5,0,0,FALSE
"104",85103.5,0,0,FALSE
"105",85104.5,0,0,FALSE
"106",85105.5,0,0,FALSE
"107",85106.5,0,0,FALSE
"108",85107.5,0,0,FALSE
"109",85108.5,0,0,FALSE
"110",85109.5,0,0,FALSE
"111",85110.5,0,0,FALSE
"112",85111.5,0,0,FALSE
"113",85112.5,0,0,FALSE
"114",85113.5,0,0,FALSE
"115",85114.5,0,0,FALSE
"116",85115.5,0,0,FALSE
"117",85116.5,0,0,FALSE
"118",85117.5,0,0,FALSE
"119",85118.5,0,0,FALSE
"120",85119.5,0,0,FALSE
"121",85120.5,0,0,FALSE
"122",85121.5,0.00011983648676922,0.0347398568005904,FALSE
"123",85122.5,0.000647242078339745,0.187631477883199,FALSE
"124",85123.5,0.00117958694634116,0.341954964673272,FALSE
"125",85124.5,0.00171055633902614,0.495879709670974,FALSE
"126",85125.5,0.00223588532781835,0.648169336443709,FALSE
"127",85126.5,0.00275035907957407,0.797312097096191,FALSE
"128",85127.5,0.00324866751955733,0.941768633784234,FALSE
"129",85128.5,0.00372648140551078,1.08028392593664,FALSE
"130",85129.5,0.00417673025988782,1.21080828581554,FALSE
"131",85130.5,0.00459507356556409,1.33208342433547,FALSE
"132",85131.5,0.00497665614907323,1.44270185671855,FALSE
"133",85132.5,0.00531703468226421,1.54137548959817,FALSE
"134",85133.5,0.00561278033910996,1.62711032750279,FALSE
"135",85134.5,0.00585955789487165,1.6986496155768,FALSE
"136",85135.5,0.0060550510821506,1.75532188221826,FALSE
"137",85136.5,0.00619725436459167,1.79654573483412,FALSE
"138",85137.5,0.00628497168918502,1.82197444504967,TRUE
"139",85138.5,0.00631800430238702,1.83155039544111,FALSE
"140",85139.5,0.0062964984490382,1.82531598148378,FALSE
"141",85140.5,0.00622191662413342,1.80369517143693,FALSE
"142",85141.5,0.00609640992612682,1.76731155544641,FALSE
"143",85142.5,0.00592293704765163,1.7170228402188,FALSE
"144",85143.5,0.00570521405026435,1.65390628903022,FALSE
"145",85144.5,0.00544756370081955,1.57921504527262,FALSE
"146",85145.5,0.00515495401085135,1.49438930478227,FALSE
"147",85146.5,0.00483281579976234,1.4010034285359,FALSE
"148",85147.5,0.00448695354693,1.30074009922732,FALSE
"149",85148.5,0.00412342594165598,1.19535569343611,FALSE
"150",85149.5,0.00374840320618815,1.08663892045354,FALSE
"151",85150.5,0.00336806923912474,0.976382454260333,FALSE
"152",85151.5,0.00298847179819017,0.86633950243938,FALSE
"153",85152.5,0.00261542525866636,0.758195616446039,FALSE
"154",85153.5,0.00225438374830583,0.6535319142036,FALSE
"155",85154.5,0.0019102792867269,0.553778157714414,FALSE
"156",85155.5,0.00158753139847246,0.46021553982622,FALSE
"157",85156.5,0.00128989175958099,0.373931648233321,FALSE
"158",85157.5,0.00102042226051891,0.295814106056276,FALSE
"159",85158.5,0.000781420998045177,0.226529117340883,FALSE
"160",85159.5,0.00057436044095269,0.166503541688819,FALSE
"161",85160.5,0.000399954228874876,0.11594425881878,FALSE
"162",85161.5,0.00025810654315918,0.07482349149565,FALSE
"163",85162.5,0.000147962091227235,0.042893295687556,FALSE
"164",85163.5,6.79363311544054e-05,0.0196943224846585,FALSE
"165",85164.5,1.57543582493854e-05,0.00456709107821928,FALSE
"166",85165.5,0,0,FALSE
"167",85166.5,0,0,FALSE
"168",85167.5,0,0,FALSE
"169",85168.5,2.12619245120335e-05,0.00616370049528793,FALSE
"170",85169.5,5.66633253828727e-05,0.0164263477903614,FALSE
"171",85170.5,9.70587471516493e-05,0.028136730875517,FALSE
"172",85171.5,0.000138005354119,0.0400068991428431,FALSE
"173",85172.5,0.00017529662970283,0.0508174094358263,FALSE
"174",85173.5,0.000204816075299299,0.0593749142534453,FALSE
"175",85174.5,0.000222782884983733,0.0645833813274403,TRUE
"176",85175.5,0.000225822836160595,0.0654646443835606,FALSE
"177",85176.5,0.00021078279441673,0.0611046292450745,FALSE
"178",85177.5,0.000175766982948502,0.0509537619344756,FALSE
"179",85178.5,0.000118607814626864,0.0343836723409899,FALSE
"180",85179.5,3.80105139446467e-05,0.0110190130481448,FALSE
"181",85180.5,0,0,FALSE
"182",85181.5,0,0,FALSE
"183",85182.5,0,0,FALSE
"184",85183.5,0,0,FALSE
"185",85184.5,0,0,FALSE
"186",85185.5,0,0,FALSE
"187",85186.5,0,0,FALSE
"188",85187.5,0,0,FALSE
"189",85188.5,0,0,FALSE
"190",85189.5,0,0,FALSE
"191",85190.5,0,0,FALSE
"192",85191.5,0,0,FALSE
"193",85192.5,0,0,FALSE
"194",85193.5,0,0,FALSE
"195",85194.5,0,0,FALSE
"196",85195.5,0,0,FALSE
"197",85196.5,0,0,FALSE
"198",85197.5,0,0,FALSE
"199",85198.5,0,0,FALSE
"200",85199.5,0,0,FALSE
"201",85200.5,0,0,FALSE
"202",85201.5,0,0,FALSE
"203",85202.5,0,0,FALSE
"204",85203.5,0,0,FALSE
"205",85204.5,0,0,FALSE
"206",85205.5,0,0,FALSE
"207",85206.5,0,0,FALSE
"208",85207.5,0,0,FALSE
"209",85208.5,0,0,FALSE
"210",85209.5,0,0,FALSE
"211",85210.5,0,0,FALSE
"212",85211.5,0,0,FALSE
"213",85212.5,0,0,FALSE
"214",85213.5,0,0,FALSE
"215",85214.5,0,0,FALSE
"216",85215.5,0,0,FALSE
"217",85216.5,0,0,FALSE
"218",85217.5,0,0,FALSE
"219",85218.5,0,0,FALSE
"220",85219.5,0,0,FALSE
"221",85220.5,0,0,FALSE
"222",85221.5,0,0,FALSE
"223",85222.5,0,0,FALSE
"224",85223.5,0,0,FALSE
"225",85224.5,0,0,FALSE
"226",85225.5,0,0,FALSE
"227",85226.5,0,0,FALSE
"228",85227.5,0,0,FALSE
"229",85228.5,0,0,FALSE
"230",85229.5,0,0,FALSE
"231",85230.5,0,0,FALSE
"232",85231.5,0,0,FALSE
"233",85232.5,0,0,FALSE
"234",85233.5,0,0,FALSE
"235",85234.5,0,0,FALSE
"236",85235.5,0,0,FALSE
"237",85236.5,0,0,FALSE
"238",85237.5,0,0,FALSE
"239",85238.5,0,0,FALSE
"240",85239.5,0,0,FALSE
"241",85240.5,0,0,FALSE
"242",85241.5,0,0,FALSE
"243",85242.5,0,0,FALSE
"244",85243.5,0,0,FALSE
"245",85244.5,0,0,FALSE
"246",85245.5,0,0,FALSE
"247",85246.5,0,0,FALSE
"248",85247.5,0,0,FALSE
"249",85248.5,0,0,FALSE
"250",85249.5,0,0,FALSE
"251",85250.5,0,0,FALSE
"252",85251.5,0,0,FALSE
"253",85252.5,0,0,FALSE
"254",85253.5,0,0,FALSE
"255",85254.5,0,0,FALSE
"256",85255.5,0,0,FALSE
"257",85256.5,0,0,FALSE
"258",85257.5,0,0,FALSE
"259",85258.5,0,0,FALSE
"260",85259.5,0,0,FALSE
"261",85260.5,0,0,FALSE
"262",85261.5,0,0,FALSE
"263",85262.5,0,0,FALSE
"264",85263.5,0,0,FALSE
"265",85264.5,0,0,FALSE
"266",85265.5,0,0,FALSE
