"","x","y","relab","maxima"
"1",184000.5,0.0590217810980638,0.581168190458376,FALSE
"2",184001.5,0.0609777014560574,0.600427499038834,FALSE
"3",184002.5,0.0628515703930288,0.618878874090469,FALSE
"4",184003.5,0.0646423512837342,0.636512108303267,FALSE
"5",184004.5,0.0663124210262207,0.652956739287337,FALSE
"6",184005.5,0.0678543594948635,0.668139703490508,FALSE
"7",184006.5,0.0692489278898945,0.681871562738604,FALSE
"8",184007.5,0.0704749922922008,0.693944218236579,FALSE
"9",184008.5,0.0715095553204952,0.704131222286322,FALSE
"10",184009.5,0.0723278334313013,0.712188539434354,FALSE
"11",184010.5,0.0729033859116916,0.71785581662117,FALSE
"12",184011.5,0.0732083008808327,0.72085821467766,TRUE
"13",184012.5,0.0732134424654451,0.720908842181095,FALSE
"14",184013.5,0.0728921426014281,0.717745107419261,FALSE
"15",184014.5,0.0722081455541008,0.711010012020943,FALSE
"16",184015.5,0.0711333821352347,0.700427167862522,FALSE
"17",184016.5,0.0696376509615968,0.685699191792958,FALSE
"18",184017.5,0.0676917126295791,0.66653817296021,FALSE
"19",184018.5,0.0652678782918787,0.642671468333459,FALSE
"20",184019.5,0.0623406241550727,0.613847753459915,FALSE
"21",184020.5,0.0588872154902707,0.579843166893785,FALSE
"22",184021.5,0.0548883216291245,0.540467365861009,FALSE
"23",184022.5,0.0503286020328151,0.495569297089044,FALSE
"24",184023.5,0.0452000592436607,0.445070212225626,FALSE
"25",184024.5,0.0394922053908344,0.388866840634105,FALSE
"26",184025.5,0.0332067519390608,0.326976034548324,FALSE
"27",184026.5,0.0263489914703966,0.25944990829421,FALSE
"28",184027.5,0.018930050179908,0.186398017878595,FALSE
"29",184028.5,0.0109669296107652,0.107987771941059,FALSE
"30",184029.5,0.00248242168429369,0.0244435950826114,FALSE
"31",184030.5,0,0,FALSE
"32",184031.5,0,0,FALSE
"33",184032.5,0,0,FALSE
"34",184033.5,0,0,FALSE
"35",184034.5,0,0,FALSE
"36",184035.5,0,0,FALSE
"37",184036.5,0,0,FALSE
"38",184037.5,0,0,FALSE
"39",184038.5,0,0,FALSE
"40",184039.5,0,0,FALSE
"41",184040.5,0,0,FALSE
"42",184041.5,0,0,FALSE
"43",184042.5,0,0,FALSE
"44",184043.5,0,0,FALSE
"45",184044.5,0,0,FALSE
"46",184045.5,0,0,FALSE
"47",184046.5,0,0,FALSE
"48",184047.5,0,0,FALSE
"49",184048.5,0,0,FALSE
"50",184049.5,0,0,FALSE
"51",184050.5,0,0,FALSE
"52",184051.5,0,0,FALSE
"53",184052.5,0,0,FALSE
"54",184053.5,0,0,FALSE
"55",184054.5,0,0,FALSE
"56",184055.5,0,0,FALSE
"57",184056.5,0,0,FALSE
"58",184057.5,0,0,FALSE
"59",184058.5,0,0,FALSE
"60",184059.5,0,0,FALSE
"61",184060.5,0,0,FALSE
"62",184061.5,0,0,FALSE
"63",184062.5,0,0,FALSE
"64",184063.5,0,0,FALSE
"65",184064.5,0,0,FALSE
"66",184065.5,0,0,FALSE
"67",184066.5,0,0,FALSE
"68",184067.5,0,0,FALSE
"69",184068.5,0,0,FALSE
"70",184069.5,0,0,FALSE
"71",184070.5,0,0,FALSE
"72",184071.5,0,0,FALSE
"73",184072.5,0,0,FALSE
"74",184073.5,0,0,FALSE
"75",184074.5,0,0,FALSE
"76",184075.5,0,0,FALSE
"77",184076.5,0,0,FALSE
"78",184077.5,0,0,FALSE
"79",184078.5,0,0,FALSE
"80",184079.5,0,0,FALSE
"81",184080.5,0,0,FALSE
"82",184081.5,0,0,FALSE
"83",184082.5,0,0,FALSE
"84",184083.5,0,0,FALSE
"85",184084.5,0,0,FALSE
"86",184085.5,0,0,FALSE
"87",184086.5,0,0,FALSE
"88",184087.5,0,0,FALSE
"89",184088.5,0,0,FALSE
"90",184089.5,0,0,FALSE
"91",184090.5,0,0,FALSE
"92",184091.5,0,0,FALSE
